Tutorial Group,Student ID,School,Name,Gender,CGPA,Assigned_Group,Vector_Displacement
G-31,3976,CoB (NBS),Aarohi Verma,Female,4.12,G-31-3,0.326809
G-31,5675,WKW SCI,Boris Mikhailov,Male,3.87,G-31-3,0.329017
G-31,2652,CCDS,Elijah Lewis,Male,4.27,G-31-3,1.047884
G-31,5700,SBS,Bina Patel,Female,4.27,G-31-3,1.087884
G-31,2890,ASE,Ryan Baker,Male,4.06,G-31-3,1.246882
G-31,4640,CoB (NBS),Siti Sarah,Female,4.2,G-31-4,0.327158
G-31,336,EEE,Arjun Singh,Male,4,G-31-4,1.007244
G-31,752,SBS,Sophie Chiu,Female,4.09,G-31-4,1.086809
G-31,1818,CCEB,Megan Sari,Female,4.15,G-31-4,1.20688
G-31,5168,SPMS,Gideon Hayes,Male,4.15,G-31-4,1.28688
G-31,3649,CoB (NBS),Damon Wu,Male,4.08,G-31-5,0.326826
G-31,236,EEE,Mika Sato,Female,4.19,G-31-5,1.007086
G-31,4603,CCDS,Henry Tsang,Male,4.02,G-31-5,1.047092
G-31,2787,MAE,Lina Binti Zain,Female,4.2,G-31-5,1.167158
G-31,2809,ASE,Logan Wong,Male,4.08,G-31-5,1.246826
G-31,3672,CoB (NBS),Toni Agustian,Male,4.1,G-31-6,0.326801
G-31,5171,CoB (NBS),Peyton Bell,Female,4.25,G-31-6,0.327636
G-31,190,CCDS,Hana Binti Mohd,Female,4,G-31-6,1.047244
G-31,3,SBS,Isaac Liu,Male,3.9,G-31-6,1.088488
G-31,5864,SoH,Landon Parker,Male,4.16,G-31-6,1.246919
G-31,3987,CoB (NBS),Harish Kumar,Male,4.19,G-31-7,0.327086
G-31,169,EEE,Moe Yamashita,Female,4.19,G-31-7,1.007086
G-31,2277,CCDS,Olive Wang,Female,4.22,G-31-7,1.047325
G-31,2225,MAE,Toby Lim,Male,3.95,G-31-7,1.167766
G-31,5774,NIE,Imran Ashraf,Male,3.85,G-31-7,1.249409
G-31,365,CoB (NBS),Chloe Torres,Female,4.09,G-31-8,0.326809
G-31,5309,EEE,Deepak Nair,Male,4.13,G-31-8,1.006824
G-31,3919,CCDS,Zain Bin Ali,Male,4.1,G-31-8,1.046801
G-31,4502,SBS,Hailey Lin,Female,3.88,G-31-8,1.088832
G-31,4421,SoH,Ryder Li,Male,4.15,G-31-8,1.24688
G-31,5222,CoB (NBS),Claire Tan,Female,4.06,G-31-9,0.326882
G-31,514,EEE,Gabriel Edwards,Male,4.19,G-31-9,1.007086
G-31,4294,CCDS,Vikas Yadav,Male,4.16,G-31-9,1.046919
G-31,5783,MAE,Maya Rajan,Female,4.02,G-31-9,1.167092
G-31,3959,CEE,Vivian Cooper,Female,3.89,G-31-9,1.248656
G-31,4190,CoB (NBS),Dustin Young,Male,4.14,G-31-10,0.326848
G-31,5360,EEE,Vania Alonzo,Female,4.05,G-31-10,1.006923
G-31,4887,CCDS,Cathy Tan,Female,4.15,G-31-10,1.04688
G-31,325,MAE,Kenta Yamada,Male,4.05,G-31-10,1.166923
G-31,1172,NIE,Liam Rivera,Male,3.91,G-31-10,1.248327
G-32,802,CoB (NBS),Xue Chen,Female,4.02,G-32-1,0.300565
G-32,1919,EEE,Hao Chen,Male,4.03,G-32-1,1.100518
G-32,3365,SPMS,Yasmin Cruz,Female,4.26,G-32-1,1.101636
G-32,5143,CEE,Kien Vo,Male,4.09,G-32-1,1.180401
G-32,3713,CCDS,Selene Tsai,Female,4.2,G-32-1,1.220936
G-32,5559,CoB (NBS),Naina Noor,Female,4.16,G-32-2,0.30063
G-32,1715,CCEB,Sabrina Wong,Female,4.01,G-32-2,1.06062
G-32,1097,EEE,Shubham Prakash,Male,4.15,G-32-2,1.100573
G-32,3810,MAE,Nicholas Tan,Male,3.95,G-32-2,1.18112
G-32,2637,SoH,Derek Chen,Male,4.22,G-32-2,1.221138
G-32,240,CoB (NBS),Aditi Suresh,Female,4.03,G-32-3,0.300518
G-32,182,CCEB,Colton Ross,Male,4.03,G-32-3,1.100518
G-32,868,SSS,Rida Bukhari,Female,4.2,G-32-3,1.100936
G-32,981,SPMS,Leonardo Wu,Male,4.19,G-32-3,1.140848
G-32,2814,SoH,Omer Javed,Male,4.03,G-32-3,1.220518
G-32,4437,EEE,Fatima Binti Rahim,Female,4.06,G-32-4,1.060423
G-32,2944,SSS,Sara Lim,Female,4.05,G-32-4,1.100447
G-32,2191,SPMS,Oliver Reed,Male,4.05,G-32-4,1.140447
G-32,4660,SoH,Mina Lim,Female,4.2,G-32-4,1.180936
G-32,4978,CoE,Igor Petrov,Male,4.11,G-32-4,1.300427
G-32,4094,CoB (NBS),Isla Ross,Female,4.09,G-32-5,0.300401
G-32,2180,EEE,Anthony Stewart,Male,4.1,G-32-5,1.10041
G-32,2442,CCEB,Derek Wilson,Male,4.14,G-32-5,1.100525
G-32,5556,CEE,Yuki Mori,Female,4.02,G-32-5,1.140565
G-32,2983,LKCMedicine,Yani Tan,Female,4.11,G-32-5,1.220427
G-32,909,CoB (NBS),Yang Chen,Male,4.01,G-32-6,0.34062
G-32,3259,SPMS,Amira Rahman,Female,4.11,G-32-6,1.100427
G-32,102,SSS,Hector Mendoza,Male,4.06,G-32-6,1.140423
G-32,4841,MAE,Anya Iyer,Female,4.14,G-32-6,1.140525
G-32,1255,MSE,Uli Agustin,Female,4.1,G-32-6,1.26041
G-32,5410,CoB (NBS),Ying Xiu,Female,4.19,G-32-7,0.300848
G-32,5289,CCEB,Cynthia Chan,Female,4.17,G-32-7,1.060694
G-32,4463,EEE,Alvin Khor,Male,3.9,G-32-7,1.101757
G-32,3610,CEE,Caleb Nelson,Male,4.14,G-32-7,1.180525
G-32,3716,LKCMedicine,Sergey Fedorov,Male,4.01,G-32-7,1.26062
G-32,5956,WKW SCI,Cheng Yuan,Male,4.03,G-32-8,0.340518
G-32,4206,CCEB,Addison Ward,Female,4.18,G-32-8,1.060767
G-32,1349,SSS,Hua Lin,Female,3.95,G-32-8,1.10112
G-32,1285,MAE,Xingyu,Female,4.2,G-32-8,1.140936
G-32,1684,NIE,Mason Carter,Male,4.02,G-32-8,1.300565
G-32,7,CoB (NBS),Sophie Allen,Female,4.16,G-32-9,0.30063
G-32,4765,CCEB,Nora Hall,Female,3.94,G-32-9,1.061232
G-32,3157,EEE,Dingqi,Male,4.3,G-32-9,1.102263
G-32,2054,CEE,Xiaofang,Male,3.85,G-32-9,1.182594
G-32,2167,CCDS,Kanghao,Male,4.1,G-32-9,1.26041
G-32,4958,CoB (NBS),Ryan Turner,Male,4,G-32-10,0.340684
G-32,736,SSS,Lorelei Chen,Female,4.06,G-32-10,1.100423
G-32,2410,SPMS,Rylan Cooper,Male,4.1,G-32-10,1.14041
G-32,2648,MAE,Nisa Tan,Female,4.14,G-32-10,1.140525
G-32,1721,SBS,Aisya Binti Azhar,Female,3.85,G-32-10,1.262594
G-33,3594,CoB (NBS),Luna Zhao,Female,4.52,G-33-1,0.242763
G-33,3680,SoH,Lin Yi,Female,4.11,G-33-1,1.076
G-33,4512,CEE,Hao Chen,Female,4.01,G-33-1,1.07639
G-33,2817,MAE,Lyndon Torres,Male,4.04,G-33-1,1.316189
G-33,125,ADM,Graham Yang,Male,4.03,G-33-1,1.356248
G-33,4081,EEE,Liam Collins,Male,4.05,G-33-2,1.196138
G-33,1148,CCEB,Rebecca Chen,Female,4.02,G-33-2,1.076315
G-33,645,SBS,Xinyi Lim,Female,4.15,G-33-2,1.116068
G-33,1431,MSE,Lucy Rogers,Female,4.26,G-33-2,1.156914
G-33,1517,SPMS,Liang Zhao,Male,4.22,G-33-2,1.356495
G-33,4406,CoB (NBS),Hannah Lim,Female,4.03,G-33-3,0.236248
G-33,3399,CCDS,Bunga Melati,Female,4.15,G-33-3,0.996068
G-33,5069,CCEB,Yuan Li,Female,4.15,G-33-3,1.076068
G-33,4777,EEE,Amir Bin Jamal,Male,4.1,G-33-3,1.196003
G-33,5927,NIE,Liang Zhao,Male,4.22,G-33-3,1.236495
G-33,3618,CoB (NBS),Mila Perez,Female,4.19,G-33-4,0.236264
G-33,1675,CCDS,Mina Qiu,Female,4.03,G-33-4,0.996248
G-33,3842,CCEB,Priti Singh,Female,4.03,G-33-4,1.076248
G-33,1937,EEE,Maverick Brown,Male,4.12,G-33-4,1.196005
G-33,3198,MAE,Raymond Tan,Male,4.22,G-33-4,1.316495
G-33,3589,WKW SCI,Fatima Reddy,Female,4.52,G-33-5,0.242763
G-33,1134,NIE,Afreen Bukhari,Female,4.09,G-33-5,1.076014
G-33,4754,CEE,Yu Chen,Female,3.89,G-33-5,1.077915
G-33,2896,NIE,Edward Li,Male,4.03,G-33-5,1.236248
G-33,3777,SSS,Isaac Robinson,Male,4.02,G-33-5,1.316315
G-33,2911,CoB (NBS),Liang Wei,Male,4.08,G-33-6,0.396033
G-33,4690,SoH,Fengxiu,Female,4.15,G-33-6,1.076068
G-33,4555,SBS,Hana Yamada,Female,4.14,G-33-6,1.116039
G-33,32,SSS,Sophie Ong,Female,4.02,G-33-6,1.156315
G-33,4620,ASE,Ayden Cooper,Male,4.12,G-33-6,1.356005
G-33,19,CoB (NBS),Maya Sarin,Female,4.03,G-33-7,0.236248
G-33,274,CCDS,Zoe Murphy,Female,4.11,G-33-7,0.996
G-33,781,NIE,Nur Fatima,Female,4.2,G-33-7,1.076333
G-33,4194,EEE,Jin Hui,Male,4.09,G-33-7,1.196014
G-33,5100,SBS,Jacky Lau,Male,4.04,G-33-7,1.276189
G-33,5421,WKW SCI,Sophie Lee,Female,3.92,G-33-8,0.237426
G-33,2795,EEE,Rhea Verma,Female,4.01,G-33-8,1.03639
G-33,553,SoH,Lola Lee,Female,4.15,G-33-8,1.076068
G-33,1552,CCDS,Dylan Richardson,Male,4.22,G-33-8,1.156495
G-33,1717,CEE,Chase Sanders,Male,4.15,G-33-8,1.236068
G-33,3537,CoB (NBS),Cora Foster,Female,4.01,G-33-9,0.23639
G-33,1059,CCDS,Eleanor Scott,Female,3.9,G-33-9,0.997744
G-33,2855,SoH,Maya Teo,Female,4.25,G-33-9,1.076797
G-33,1876,CoB (NBS),Jonas Li,Male,4.19,G-33-9,0.396264
G-33,2382,MSE,Aashir Khan,Male,4.08,G-33-9,1.316033
G-33,3161,CoB (NBS),Neela Kaur,Female,4.14,G-33-10,0.236039
G-33,1121,CoB (NBS),Milo Wong,Male,4,G-33-10,0.396473
G-33,1748,CCEB,Maya Shankar,Female,4.19,G-33-10,1.076264
G-33,1423,CCDS,Nandan Yadav,Male,4.2,G-33-10,1.156333
G-33,1434,CEE,Wira Bin Fadli,Male,3.85,G-33-10,1.238679
G-34,2250,WKW SCI,Gina Tam,Female,3.91,G-34-1,0.305276
G-34,1069,EEE,Zhen Yang,Male,4.18,G-34-1,1.104334
G-34,1624,SPMS,Aihua Li,Male,4.2,G-34-1,1.144496
G-34,1778,SBS,Nadia Sari,Female,4.15,G-34-1,1.184151
G-34,38,CoE,Liam Zhao,Male,4.04,G-34-1,1.224094
G-34,1345,EEE,Angela Lee,Female,4.14,G-34-2,1.064106
G-34,1587,CCEB,Aditi Reddy,Female,4.17,G-34-2,1.104265
G-34,4010,CoE,Lily Li,Female,4.08,G-34-2,1.184003
G-34,4368,SSS,Kaira Tan,Female,3.92,G-34-2,1.185137
G-34,4967,SoH,Xiang Li,Male,4.17,G-34-2,1.304265
G-34,6,CoB (NBS),Ellie Stewart,Female,4.2,G-34-3,0.304496
G-34,2635,CCDS,Jin Wei Tan,Male,4.15,G-34-3,1.104151
G-34,2153,SPMS,Takashi Tanaka,Male,3.97,G-34-3,1.144563
G-34,2629,CEE,Fiona Garcia,Female,4.01,G-34-3,1.184247
G-34,4843,ASE,Emily Liang,Female,4.14,G-34-3,1.224106
G-34,429,CoB (NBS),Samuel Wang,Male,4.03,G-34-4,0.344137
G-34,3582,EEE,Sakshi Bhatia,Female,4.26,G-34-4,1.065175
G-34,4989,CCEB,Ethan Clark,Male,3.97,G-34-4,1.144563
G-34,2969,SSS,Zai Binti Mohd,Female,4.2,G-34-4,1.184496
G-34,3048,SBS,Tama Prabowo,Male,4,G-34-4,1.224314
G-34,2656,CoB (NBS),Siddharth Patel,Male,4.26,G-34-5,0.345175
G-34,3875,CCDS,Mei Lin,Female,3.94,G-34-5,1.064883
G-34,2003,SPMS,Matthew Morgan,Male,4.08,G-34-5,1.144003
G-34,4573,CEE,Ruba Khan,Female,4.12,G-34-5,1.184039
G-34,1247,ADM,Dahlia Zhao,Female,4.06,G-34-5,1.224033
G-34,4919,CoB (NBS),Ivy Yu,Female,4.19,G-34-6,0.304411
G-34,2128,CCDS,Rizwan Ahmad,Male,4.02,G-34-6,1.104188
G-34,232,CCEB,Hafizah Binti Mohd,Female,3.85,G-34-6,1.106277
G-34,4932,NIE,Nitesh Singh,Male,4.2,G-34-6,1.184496
G-34,101,CoE,Hao Ren,Male,4.19,G-34-6,1.224411
G-34,2881,EEE,Cynthia Handayani,Female,4.05,G-34-7,1.06406
G-34,5364,SPMS,Vanessa Lee,Female,4.1,G-34-7,1.104005
G-34,5564,SPMS,Owen Cox,Male,4.14,G-34-7,1.144106
G-34,2860,NIE,Nathan Lee,Male,4.19,G-34-7,1.184411
G-34,864,ASE,Xiao Liu,Male,3.97,G-34-7,1.264563
G-34,2954,EEE,Rizwan Bin Mohd,Female,4.1,G-34-8,1.064005
G-34,5412,CCDS,Dewi Anjani,Female,4.3,G-34-8,1.065788
G-34,5851,CCEB,Li Qiang,Male,4.14,G-34-8,1.144106
G-34,3086,NIE,Arnav Mehta,Male,3.88,G-34-8,1.185741
G-34,1992,MAE,Victoria Ross,Female,4.02,G-34-8,1.264188
G-34,5046,WKW SCI,Nanami Nakamura,Female,4.12,G-34-9,0.304039
G-34,3659,CCDS,Arjun Sharma,Male,4.06,G-34-9,1.104033
G-34,1907,EEE,Bruno Alonzo,Male,4.26,G-34-9,1.105175
G-34,722,SSS,Talia Wong,Female,3.91,G-34-9,1.185276
G-34,739,CEE,Nash Clark,Male,4.08,G-34-9,1.224003
G-34,4000,CCDS,Li Wei,Female,4.17,G-34-10,1.064265
G-34,3154,CCEB,Jessica Liu,Female,4.01,G-34-10,1.104247
G-34,1396,SBS,Tina Li,Female,4.22,G-34-10,1.184691
G-34,5444,NIE,Frankie Yip,Male,3.88,G-34-10,1.185741
G-34,3956,ADM,Asher Bell,Male,4.03,G-34-10,1.264137
G-35,504,CoB (NBS),Zeke Murphy,Male,4.14,G-35-1,0.464438
G-35,5772,CCDS,Peishan,Female,4.15,G-35-1,0.944467
G-35,4353,EEE,Zain Karim,Male,4.12,G-35-1,1.064405
G-35,5467,SBS,Lily Wong,Female,4.14,G-35-1,1.144438
G-35,1127,MAE,Carter Bell,Male,4.09,G-35-1,1.264415
G-35,1384,CCDS,Zara Abbas,Female,4.06,G-35-2,0.944497
G-35,1453,EEE,Taro Yamamoto,Male,4.15,G-35-2,1.064467
G-35,3796,SSS,Zhonghua,Female,4.2,G-35-2,1.10473
G-35,526,SPMS,Nicole Li,Female,4.14,G-35-2,1.224438
G-35,1896,NIE,Eko Supriyanto,Male,4.09,G-35-2,1.424415
G-35,5124,EEE,Anika Patel,Female,3.85,G-35-3,0.867087
G-35,5838,EEE,Thomas Lee,Male,4.19,G-35-3,1.064661
G-35,4446,SSS,Elsa Binti Sulaiman,Female,4.3,G-35-3,1.105856
G-35,4407,ADM,Shiming,Female,4.05,G-35-3,1.18454
G-35,3353,CoE,Zhi Qi Tan,Male,4.19,G-35-3,1.304661
G-35,5403,CoB (NBS),Isaac Robinson,Male,4.27,G-35-4,0.465434
G-35,3720,CCDS,Shalini Gupta,Female,4,G-35-4,0.944877
G-35,1676,SoH,Saba Qureshi,Female,4.11,G-35-4,1.1044
G-35,57,CEE,Ling Xu,Female,4.06,G-35-4,1.184497
G-35,3916,CoE,Luca Yang,Male,4.12,G-35-4,1.304405
G-35,773,EEE,Tran Thi Phuong,Female,4.16,G-35-5,0.864503
G-35,1029,MAE,Stella Lim,Female,4.06,G-35-5,1.064497
G-35,68,SSS,Minnie Zhang,Female,4.15,G-35-5,1.104467
G-35,5258,CCDS,Noah Wong,Male,4.15,G-35-5,1.144467
G-35,2222,CoE,Talha Ali,Male,4.02,G-35-5,1.304718
G-35,3997,EEE,Mira Wong,Female,4.12,G-35-6,0.864405
G-35,4445,MAE,Evelyn Wang,Female,4.1,G-35-6,1.064403
G-35,3069,CCDS,Zhang Qiang,Male,4.13,G-35-6,1.144417
G-35,3002,CEE,Sana Iyer,Female,4.12,G-35-6,1.184405
G-35,5301,SoH,Chao Xu,Male,4.06,G-35-6,1.304497
G-35,404,EEE,Mei Ling,Female,4.2,G-35-7,0.86473
G-35,4826,MAE,Amira Khan,Female,4.08,G-35-7,1.064434
G-35,4053,SSS,Gemma Lee,Female,4,G-35-7,1.104877
G-35,3507,CCEB,Ika Binti Jamal,Female,4.2,G-35-7,1.18473
G-35,1975,CoE,Bodhi Yang,Male,4.05,G-35-7,1.30454
G-35,2928,CCDS,Alyssa Ong,Female,4.12,G-35-8,0.944405
G-35,360,EEE,Leo Tan,Male,4.12,G-35-8,1.064405
G-35,940,SoH,Fangzhou,Female,4.2,G-35-8,1.10473
G-35,2065,ADM,Katherine Diaz,Female,3.85,G-35-8,1.187087
G-35,3711,SBS,Rohan Bhatt,Male,4.22,G-35-8,1.344891
G-35,1388,CCDS,Alina Tan,Female,4.05,G-35-9,0.94454
G-35,4604,EEE,Jianjun,Male,3.85,G-35-9,1.067087
G-35,1521,SoH,Miki Suzuki,Female,4.2,G-35-9,1.10473
G-35,4521,CCEB,Laurel Wu,Female,4.22,G-35-9,1.184891
G-35,1512,SBS,Yuan Feng,Male,4.18,G-35-9,1.344601
G-35,1917,CoB (NBS),Riya Joshi,Female,4.06,G-35-10,0.264497
G-35,3650,EEE,Huang Lei,Male,4.17,G-35-10,1.064548
G-35,467,MAE,Samantha Nguyen,Female,4.22,G-35-10,1.064891
G-35,2912,CCDS,Kieran Tan,Male,4.03,G-35-10,1.144651
G-35,5086,MSE,Isla Lin,Female,3.95,G-35-10,1.225414
G-36,2021,CoB (NBS),Hugo Long,Male,4.26,G-36-1,0.268157
G-36,4246,CCDS,Jae-Suk Jung,Male,4.11,G-36-1,0.946847
G-36,2176,SPMS,Logan Kim,Male,4.26,G-36-1,1.028157
G-36,916,EEE,Vikash Wang,Female,4,G-36-1,1.14703
G-36,4209,CCEB,Olivia Moore,Female,3.87,G-36-1,1.228494
G-36,2299,CCDS,Nguyen Van Thanh,Male,4.05,G-36-2,0.946827
G-36,2042,SPMS,Kevin Ross,Male,4.09,G-36-2,1.026808
G-36,4966,SoH,Oliver Cheng,Male,4.26,G-36-2,1.108157
G-36,4606,EEE,Xing Ying,Female,4.18,G-36-2,1.147234
G-36,4109,SBS,Lila Chang,Female,3.9,G-36-2,1.348036
G-36,5756,CCDS,Omar Peterson,Male,4.12,G-36-3,0.946878
G-36,1454,SPMS,Shreyas Nair,Male,4.12,G-36-3,1.026878
G-36,4805,NIE,Chris Evans,Male,4.08,G-36-3,1.146801
G-36,4115,ADM,Rakesh Pillai,Male,3.86,G-36-3,1.228663
G-36,1252,SSS,Lily Zhang,Female,4.25,G-36-3,1.348014
G-36,5332,CoB (NBS),Ella Lee,Female,3.91,G-36-4,0.4279
G-36,5974,SPMS,Adil Patel,Male,4.15,G-36-4,1.02702
G-36,4493,CCDS,Hannah Moore,Female,4.21,G-36-4,1.10752
G-36,576,SSS,Marco Garcia,Male,4.1,G-36-4,1.186823
G-36,176,MAE,Susan Tan,Female,4.03,G-36-4,1.266884
G-36,3761,CoB (NBS),Anisa Rahman,Female,3.95,G-36-5,0.427433
G-36,4165,EEE,Alvin Young,Male,4.18,G-36-5,0.987234
G-36,653,CCEB,Jasper Lim,Male,4.02,G-36-5,1.066925
G-36,4305,NIE,Liam Davis,Male,4.12,G-36-5,1.146878
G-36,2279,MAE,Maya Yusof,Female,4.12,G-36-5,1.266878
G-36,3712,CoB (NBS),Eliza Lin,Female,4.22,G-36-6,0.427632
G-36,5933,EEE,Azlan Bin Rahim,Male,3.9,G-36-6,0.988036
G-36,2573,SoH,Benjamin Huang,Male,4.12,G-36-6,1.106878
G-36,5549,CCEB,Layla Hughes,Female,4.11,G-36-6,1.226847
G-36,3473,MAE,Leah Smith,Female,4.03,G-36-6,1.266884
G-36,2202,CoB (NBS),Carmen Lim,Female,4.15,G-36-7,0.42702
G-36,2620,EEE,Chunxiu,Male,4,G-36-7,0.98703
G-36,2729,CCEB,Ryder Brown,Male,4.11,G-36-7,1.066847
G-36,5286,NIE,Dylan Nguyen,Male,4.04,G-36-7,1.146851
G-36,672,MAE,Angelina Chang,Female,4.07,G-36-7,1.266801
G-36,1705,CCDS,Owen Mitchell,Male,4.09,G-36-8,0.946808
G-36,2832,SPMS,Tama Prabowo,Male,4.05,G-36-8,1.026827
G-36,3240,SoH,Bo Wen Lim,Male,4.05,G-36-8,1.106827
G-36,2552,EEE,Sanya Yadav,Female,4.12,G-36-8,1.146878
G-36,693,SBS,Yuki Nakamura,Female,4.03,G-36-8,1.346884
G-36,3451,WKW SCI,Samuel Nelson,Male,4.27,G-36-9,0.268309
G-36,2333,EEE,Robert Jones,Male,3.88,G-36-9,0.988334
G-36,1219,CCDS,Addison Cook,Female,4,G-36-9,1.10703
G-36,3743,CCEB,Aisha Noor,Female,4.11,G-36-9,1.226847
G-36,1309,CoE,Benjamin Zhu,Male,4,G-36-9,1.22703
G-36,2540,CCDS,Arvind Nair,Male,4.26,G-36-10,0.948157
G-36,590,SPMS,Erik Yang,Male,4.01,G-36-10,1.026973
G-36,2864,CCDS,Emily Lee,Female,3.89,G-36-10,1.108181
G-36,4748,CEE,Hassan Raza,Male,4.14,G-36-10,1.226965
G-36,1780,SoH,Anna Yang,Female,3.94,G-36-10,1.267538
G-37,5590,EEE,Victor Wong,Male,4,G-37-1,1.203443
G-37,339,CCEB,Wenkai,Female,4.05,G-37-1,1.003036
G-37,4170,SBS,Isabella Cheung,Female,4.04,G-37-1,1.083101
G-37,161,LKCMedicine,Min-Young Kim,Female,3.9,G-37-1,1.164858
G-37,1502,CoE,Dante Ong,Male,4.97,G-37-1,1.391239
G-37,5092,CoB (NBS),Jin Xiu Lim,Male,4.15,G-37-2,0.402822
G-37,1662,CCEB,Jin Wei,Female,4.52,G-37-2,1.008984
G-37,93,SSS,Sara Tan,Female,4.06,G-37-2,1.082978
G-37,5869,SPMS,Juliet Chen,Female,4.19,G-37-2,1.16296
G-37,294,CEE,Logan King,Male,3.9,G-37-2,1.364858
G-37,4220,CoB (NBS),Lily Liu,Female,4.22,G-37-3,0.243147
G-37,1216,CCEB,Vera Kim,Female,4.02,G-37-3,1.003256
G-37,3855,MAE,Gordon Ho,Male,4.17,G-37-3,1.122875
G-37,4248,MSE,Megan Tsai,Female,4.18,G-37-3,1.162913
G-37,2306,LKCMedicine,Cameron Tan,Male,4.11,G-37-3,1.322811
G-37,4217,CoB (NBS),Ember Chen,Female,4.06,G-37-4,0.242978
G-37,3606,MAE,Evelyn Carter,Female,4.14,G-37-4,0.962807
G-37,1603,SSS,Amelia Clark,Female,4.17,G-37-4,1.082875
G-37,2891,EEE,Rajesh Yadav,Male,4.22,G-37-4,1.203147
G-37,198,CCDS,Cory Tan,Male,4.1,G-37-4,1.282829
G-37,3494,CoB (NBS),Nora Tan,Female,4.15,G-37-5,0.242822
G-37,2372,CoB (NBS),Medi Prabowo,Male,4.05,G-37-5,0.403036
G-37,3164,CCEB,Sophia Johnson,Female,4.52,G-37-5,1.008984
G-37,4960,MAE,Chengxian,Male,3.9,G-37-5,1.124858
G-37,326,SBS,Avery Lee,Male,4.03,G-37-5,1.243175
G-37,5879,CoB (NBS),Kavya Joshi,Female,4.09,G-37-6,0.242854
G-37,188,MAE,Sophie Zhao,Female,4.18,G-37-6,0.962913
G-37,2078,EEE,Amina Zainal,Female,4.23,G-37-6,1.043226
G-37,407,CCEB,Kellan Baker,Male,4.05,G-37-6,1.163036
G-37,4722,CCDS,Benjamin Lee,Male,4.1,G-37-6,1.282829
G-37,637,CoB (NBS),Zara Binti Mohd,Female,3.9,G-37-7,0.244858
G-37,3256,CCEB,Asma Sheikh,Female,4.2,G-37-7,1.003014
G-37,4235,SSS,Willa Ford,Female,4.09,G-37-7,1.082854
G-37,34,MSE,Theresa Tan,Female,4.3,G-37-7,1.164
G-37,193,ASE,Gavin Wu,Male,4.02,G-37-7,1.363256
G-37,3887,CoB (NBS),Alya Farisha,Female,4.22,G-37-8,0.243147
G-37,5799,MAE,Nisha Binti,Female,3.95,G-37-8,0.96405
G-37,1582,SSS,Kavita Iyer,Female,4.09,G-37-8,1.082854
G-37,4859,CoB (NBS),Jasper Wu,Male,4.09,G-37-8,0.402854
G-37,374,SPMS,Bennett Yang,Male,4.12,G-37-8,1.322802
G-37,3870,CoB (NBS),Erin Zhang,Female,4.09,G-37-9,0.242854
G-37,3631,WKW SCI,Zac Johnson,Male,4.19,G-37-9,0.40296
G-37,2375,EEE,Lisa Yang,Female,4.08,G-37-9,1.042888
G-37,56,MAE,Bruno Alonzo,Male,4,G-37-9,1.123443
G-37,1820,SBS,Jasper Tan,Male,4.09,G-37-9,1.242854
G-37,2689,CoB (NBS),Neha Yadav,Female,4.2,G-37-10,0.243014
G-37,1282,MAE,Mia White,Female,4,G-37-10,0.963443
G-37,2561,SBS,Nita Yuliana,Female,4.1,G-37-10,1.082829
G-37,5209,EEE,Caleb Bennett,Male,4.03,G-37-10,1.203175
G-37,3147,CCDS,Tran Van Phuc,Male,4.11,G-37-10,1.282811
G-38,1307,CCDS,Tanner Pineda,Male,4.14,G-38-1,1.074499
G-38,649,MAE,Xena Chan,Female,4.1,G-38-1,1.074404
G-38,3922,SoH,Ruqaiya Ali,Female,4,G-38-1,1.154725
G-38,723,CoE,Dina Binti Omar,Female,4.25,G-38-1,1.195421
G-38,3839,ASE,Hunter Moore,Male,4.03,G-38-1,1.394545
G-38,3597,CoB (NBS),Nina Singh,Female,4.2,G-38-2,0.234882
G-38,1835,CCDS,Prisha Tan,Female,4.19,G-38-2,0.874798
G-38,5285,MAE,Sana Rani,Female,3.91,G-38-2,1.075699
G-38,4284,SSS,Ruby Chow,Female,4.03,G-38-2,1.154545
G-38,5471,NIE,Stepan Aleksandrov,Male,4.18,G-38-2,1.274723
G-38,3493,CoB (NBS),Aoqin,Female,4.1,G-38-3,0.234404
G-38,1358,CCDS,Zainab Rashid,Female,4.06,G-38-3,0.874436
G-38,4776,CCDS,Shivam Reddy,Male,4.14,G-38-3,1.074499
G-38,396,CCEB,Wyatt Price,Male,4.03,G-38-3,1.194545
G-38,655,NIE,Rishi Reddy,Male,4.14,G-38-3,1.274499
G-38,5672,CoB (NBS),Fatima Binti,Female,3.85,G-38-4,0.236708
G-38,3321,CCEB,Anis Binti Ahmad,Female,4.1,G-38-4,0.994404
G-38,1760,CCDS,Tristan Smith,Male,4.52,G-38-4,1.081789
G-38,3742,EEE,Nora Binti Rahman,Female,3.8,G-38-4,1.157769
G-38,3373,ADM,Bhavesh Gandhi,Male,4.2,G-38-4,1.314882
G-38,2623,CoB (NBS),Noah Alonzo,Male,4.19,G-38-5,0.434798
G-38,4481,MAE,Nisha Kaur,Female,4.08,G-38-5,1.074404
G-38,2850,SBS,Yuna Sato,Female,3.89,G-38-5,1.116003
G-38,3813,SPMS,Simran Kaur,Female,4.19,G-38-5,1.154798
G-38,2331,CEE,Ming Zhen Lim,Male,4.1,G-38-5,1.394404
G-38,1240,WKW SCI,Benson Huang,Male,4.2,G-38-6,0.434882
G-38,1611,CCEB,Lina Zhang,Female,4.05,G-38-6,0.994465
G-38,3070,ADM,Layla Price,Female,4.15,G-38-6,1.114543
