Tutorial Group,Total Students,Overall Avg CGPA,Group Number,Group Size,Group Students,Group Avg CGPA,Male Ratio,Female Ratio,School Diversity,GPA Variance,Gender Variance,Vector Displacement
G-62,50,4.06,Group 5,5,"Carter Edwards, Anya Wong, Kaden White, Savannah Chen, Ethan Martinez",4.09,0.6,0.4,5,0.0093,0.96,0.0733
G-62,50,4.06,Group 6,5,"George So, Yumiko Takeda, Owais Hussain, Miho Sato, Tyler Adams",4.03,0.6,0.4,5,0.0128,0.96,0.1055
G-62,50,4.06,Group 7,5,"Kamal Ahmed, Saanvi Gupta, Jack Nelson, Zainab Binti Jamal, Rashmika Jain",4.05,0.4,0.6,5,0.0115,0.96,0.0805
G-62,50,4.06,Group 8,5,"Maya Binti Rahman, Andrei Sokolov, Jaxon Wood, Shalina Lee, Aria Nair",4.1,0.4,0.6,5,0.0082,0.96,0.114
G-62,50,4.06,Group 9,5,"Usman Rehman, Xena Nelson, Harrison Torres, Miranda Wu, Nikolai Alvarado",4.06,0.6,0.4,5,0.0071,0.96,0.1284
G-62,50,4.06,Group 10,5,"Tariq Iqbal, Oliver Lim, Zhihao, Sebastian Mitchell, Clara Murphy",4.1,0.6,0.4,5,0.0012,0.96,0.1374
G-63,50,4.08,Group 1,5,"Aasiyah Khan, Zachary Young, Nikita Patel, Shahbaz Malik, Zhou Li",4.04,0.6,0.4,5,0.0058,0.96,0.0943
G-63,50,4.08,Group 2,5,"Naresh Kumar, Nina Kelly, Wenyi, Hikaru Sato, Lina Wong",4.04,0.4,0.6,5,0.0113,0.96,0.0942
G-63,50,4.08,Group 3,5,"Emma Li, Mason Reed, Sung-Jo Lee, Devika Nair, Ethan Johnson",4.16,0.6,0.4,5,0.0139,0.96,0.0907
G-63,50,4.08,Group 4,5,"Jett Li, Kiran Khanna, Elvin Wong, Zhou Min, Chandni Sethi",4.07,0.4,0.6,5,0.0181,0.96,0.1012
G-63,50,4.08,Group 5,5,"Chao Wang, Demi Lee, Lily Carter, Sung-Jin Lee, Glenn Lim",4.09,0.6,0.4,5,0.0068,0.96,0.1253
G-63,50,4.08,Group 6,5,"Laila Binti Rahim, Benedict Cruz, Neelam Singh, Saqib Khan, Dimas Santoso",4.08,0.6,0.4,5,0.0043,0.96,0.1012
G-63,50,4.08,Group 7,5,"Dingming, Le Minh Tuan, Rhett Chen, Leila Tan, Nikolai Semyonov",4.06,0.6,0.4,5,0.0086,0.96,0.1255
G-63,50,4.08,Group 8,5,"Sophia Scott, Isaiah Patel, Rei Takahashi, Megan Wright, Feng Qian",4.08,0.4,0.6,5,0.0061,0.96,0.1332
G-63,50,4.08,Group 9,5,"Ethan Wong, Anjali Bhatia, Nathan Lee, Jacob Lin, Qiming",4.06,0.6,0.4,5,0.0001,0.96,0.1414
G-63,50,4.08,Group 10,5,"Ariana Liu, Vishnu Rao, Sita Rahman, Tomoko Sato, Chloe Tam",4.09,0.2,0.8,5,0.0143,0.64,0.1701
G-64,50,4.1,Group 1,5,"Hiroki Tanaka, Zara Dwi, Elias Bennett, Lina Rahmawati, Scarlett Young",4.02,0.4,0.6,5,0.0066,0.96,0.0926
G-64,50,4.1,Group 2,5,"Kain Yang, Hoa Tran, Khairul Bin Ali, Emily Thompson, Evelyn Collins",4.09,0.4,0.6,5,0.0143,0.96,0.0956
G-64,50,4.1,Group 3,5,"Zane Wu, Chen Yi, Mi-Ra Kim, Gage Wright, Simran Bhatia",4.08,0.6,0.4,5,0.0166,0.96,0.0849
G-64,50,4.1,Group 4,5,"Logan Rivera, Ethan Moore, Uy Nguyen, Andrei Konstantinov, Chloe Lim",4.08,0.6,0.4,5,0.0048,0.96,0.0928
G-64,50,4.1,Group 5,5,"Ravi Yadav, Syahrul Bin Mohd, Ranya Ibrahim, Farooq Khan, Mira Binti Bakar",4.05,0.6,0.4,5,0.0273,0.96,0.1028
G-64,50,4.1,Group 6,5,"Dina Sari, Ningqi, Ava Li, Bobby Yip, Jacob Bennett",4.12,0.6,0.4,5,0.0041,0.96,0.1011
G-64,50,4.1,Group 7,5,"Xiaoling Zhou, Brendan Reyes, Bethany Wang, Kamran Shah, Tyler Price",4.12,0.6,0.4,5,0.0024,0.96,0.1172
G-64,50,4.1,Group 8,5,"Sara Martin, Sandi Prasetyo, Leila Dela Cruz, Daniel Robinson, Kenneth Tan",4.15,0.6,0.4,5,0.0033,0.96,0.1191
G-64,50,4.1,Group 9,5,"Renee Tan, Daniel Green, Diana Tan, Dong-Soo Lee, Chaya Desai",4.08,0.4,0.6,5,0.0185,0.96,0.1279
G-64,50,4.1,Group 10,5,"Layla Khan, Leo Xu, Cherie Wong, Faisal Naeem, Talia Chen",4.17,0.4,0.6,5,0.004,0.96,0.1325
G-65,50,4.09,Group 1,5,"Asad Bukhari, Shivani Tan, Adam Cooper, Kevin Patel, Ravi Kiran",4.09,0.6,0.4,5,0.0037,0.96,0.1004
G-65,50,4.09,Group 2,5,"Sonia Ong, Akiko Matsuda, Areeba Noor, Toni Susanto, Izzat Bin Mohd",4.09,0.4,0.6,5,0.0055,0.96,0.0918
G-65,50,4.09,Group 3,5,"Nadine Lee, Elle Li, Tanisha Desai, Harith Bin Rahman, Joshua Wang",4.1,0.4,0.6,5,0.0066,0.96,0.0999
G-65,50,4.09,Group 4,5,"Naya Tan, Ika Binti Zain, Sushmita Sharma, William Yang, Ilya Semyonov",4.08,0.4,0.6,5,0.0191,0.96,0.092
G-65,50,4.09,Group 5,5,"Orion Setiawan, Prisha Ong, Alice Wall, Benjamin Hernandez, Khanh Le",4.12,0.6,0.4,5,0.0031,0.96,0.1169
G-65,50,4.09,Group 6,5,"Kai Zhang, Nandini Rao, Vivi Anggraini, David Smith, Wyatt Thompson",4.13,0.6,0.4,5,0.0069,0.96,0.1173
G-65,50,4.09,Group 7,5,"Owen Chan, Nikita Sinha, Nguyen Van Thanh, Yuuta Nakamura, Evan Lewis",4.06,0.6,0.4,5,0.0123,0.96,0.1172
G-65,50,4.09,Group 8,5,"Jing Chen, Phuc Tran, Grace Yang, Mira Binti Ali, Jin Wei Tan",4.1,0.4,0.6,5,0.0055,0.96,0.1158
G-65,50,4.09,Group 9,5,"Diana Yeo, Naomi Cheung, Leila Iyer, Sophie Wright, Zheng Rui",4.1,0.2,0.8,5,0.0029,0.64,0.16
G-65,50,4.09,Group 10,5,"Isabel Wong, Xena Santos, Aria Carter, Elena Chua, Kiran Malhotra",4.06,0.2,0.8,5,0.0228,0.64,0.1608
G-66,50,4.11,Group 1,5,"Andrew Phillips, Lina Yeo, Zoe Yip, Cameron Hall, Khalifah Binti Abd",4.09,0.6,0.4,5,0.0068,0.96,0.0912
G-66,50,4.11,Group 2,5,"Tao Ming, Sabrina Lin, Zheng Hao Tan, Nisha Joshi, In-Ho Kim",4.06,0.6,0.4,5,0.0114,0.96,0.1
G-66,50,4.11,Group 3,5,"Violet Tsai, Oliver Thomas, Yuki Yamamoto, Jason Martin, Daniel Kim",4.04,0.6,0.4,5,0.0129,0.96,0.0929
G-66,50,4.11,Group 4,5,"Xiu Chen, James Li, Alvin Lee, Ella Tsai, Zhihao",4.19,0.6,0.4,5,0.0239,0.96,0.1018
G-66,50,4.11,Group 5,5,"Saira Khan, Arjun Mehta, Carlos Martinez, Jasmine Ali, Vera Lim",4.11,0.4,0.6,5,0.0125,0.96,0.102
G-66,50,4.11,Group 6,5,"Ritika Suresh, Jing Mei, Kajal Kaur, Lachlan Zhao, Chloe Ong",4.11,0.4,0.6,5,0.0028,0.96,0.11
G-66,50,4.11,Group 7,5,"Hannah Wu, Yale Cruz, Joseph Lee, Ying Yue, Ellie Russell",4.12,0.4,0.6,5,0.0136,0.96,0.11
G-66,50,4.11,Group 8,5,"Rhea Iyer, Devon Tan, Dustin Chen, Tina Lim, Syed Bilal Bin Rahman",4.18,0.6,0.4,5,0.0045,0.96,0.1171
G-66,50,4.11,Group 9,5,"Pallavi Joshi, Maya Lopez, Zhihao, Kong Ming, Clara Lim",4.13,0.4,0.6,5,0.0055,0.96,0.1262
G-66,50,4.11,Group 10,5,"Aarav Patil, Fiona Tsai, Caiyun, Samit Kumar, Kaira Ong",4.05,0.6,0.4,5,0.0254,0.96,0.1243
G-67,50,4.09,Group 1,5,"Peyton Chang, Jerome Tan, Ayesha Malik, Eli Chen, Zara Santos",4.12,0.4,0.6,5,0.0079,0.96,0.0973
G-67,50,4.09,Group 2,5,"Sanya Gupta, Bingli, Sanya Maheshwari, Leo Huang, Dev Raj",4.12,0.6,0.4,5,0.0079,0.96,0.0981
G-67,50,4.09,Group 3,5,"Vika Rahmadani, Jett Brown, Janelle Pineda, Paul Chan, Rahul Gupta",4.07,0.6,0.4,5,0.0109,0.96,0.0977
G-67,50,4.09,Group 4,5,"Disha Nair, Addison Bell, Yuki Takahashi, Ethan Taylor, Julian Carter",4.07,0.6,0.4,5,0.0188,0.96,0.0896
G-67,50,4.09,Group 5,5,"Kieu Nguyen, Justin Li, Isabella Hernandez, Zane Lee, Akira Matsuda",4.07,0.6,0.4,5,0.0168,0.96,0.0976
G-67,50,4.09,Group 6,5,"Ava Chan, Alexander Adams, Emery Rice, Rina Lestari, Dylan Liu",4.13,0.4,0.6,5,0.0073,0.96,0.1064
G-67,50,4.09,Group 7,5,"Lian Huang, Remy Mendoza, Peishan, Cynthia Lee, Xue Ying",4.1,0.4,0.6,5,0.0065,0.96,0.1368
G-67,50,4.09,Group 8,5,"Oliver Huang, Anastasia Smirnova, Olivia Lee, Lila Young, Owen Hall",4.1,0.4,0.6,5,0.0047,0.96,0.1368
G-67,50,4.09,Group 9,5,"Kah Ying, Umme Aiman, Aria Wu, Natsumi Yamamoto, Hugo Wang",4.03,0.2,0.8,5,0.0102,0.64,0.1678
G-67,50,4.09,Group 10,5,"Sameer Khan, Olivia Kim, Umara Rahmadani, Jaya Singh, Zoe Leung",4.08,0.2,0.8,5,0.0033,0.64,0.1809
G-68,50,4.08,Group 1,5,"Anika Tan, Jennifer Tan, Samuel Torres, Tran Van Dung, Sophie Turner",4.08,0.4,0.6,5,0.0073,0.96,0.0654
G-68,50,4.08,Group 2,5,"Naomi Ueno, Valerie Tan, Li Jun, Yong Zhang, Nora Parker",4.09,0.4,0.6,5,0.0099,0.96,0.0654
G-68,50,4.08,Group 3,5,"Fatimah Binti Ali, Emma Tsai, Henry Smith, Jayden Lee, Sadie Rivera",4.16,0.4,0.6,5,0.0463,0.96,0.0674
G-68,50,4.08,Group 4,5,"Hunter Yang, Mabel Wang, Mia Lewis, Hunter Johnson, Lin Chen",4.1,0.4,0.6,5,0.002,0.96,0.0735
G-68,50,4.08,Group 5,5,"Leo Kelly, Maya Ramirez, Song-Joo Lee, Adrian Liu, Vina Herlina",4.07,0.4,0.6,5,0.0117,0.96,0.0734
G-68,50,4.08,Group 6,5,"Maddox Torres, Sanya Malik, Diya Mathur, Ahmad Bin Zakaria, Nashit Khan",4.05,0.6,0.4,5,0.0041,0.96,0.0982
G-68,50,4.08,Group 7,5,"Tenzin Wangchuk, Luna Rivera, Iris Zhao, Laura Garcia, Riley Adams",4.04,0.4,0.6,5,0.0141,0.96,0.0738
G-68,50,4.08,Group 8,5,"Jin Le Tan, Wenwen, Ursula Wong, Nina Patel, Mohammed Ali",4.03,0.4,0.6,5,0.0237,0.96,0.0902
G-68,50,4.08,Group 9,5,"Aiden Thompson, Leona Chua, Sana Mehta, Aditi Kapoor, Knox Yang",4.07,0.4,0.6,5,0.0033,0.96,0.1054
G-68,50,4.08,Group 10,5,"Matthew Hall, Xiuqin, Rahul Mehta, Luna Long, Levi Li",4.09,0.6,0.4,5,0.004,0.96,0.1061
G-69,50,4.11,Group 1,5,"Ryan Lin, Narin Tan, Kiera Wong, Erhua, Milo Liu",4.13,0.6,0.4,5,0.0054,0.96,0.1096
G-69,50,4.11,Group 2,5,"Fiona Binti Wong, Fikri Andika, Sofia Hall, Xander Lim, Jack Huang",4.1,0.6,0.4,5,0.0044,0.96,0.1012
G-69,50,4.11,Group 3,5,"James Anderson, Nora Binti Zainal, Jian Liu, Jia Tan, Libby Tan",4.1,0.4,0.6,5,0.0158,0.96,0.0932
G-69,50,4.11,Group 4,5,"Jonas Lee, Amina Binti Noor, Hina Ali, Daniel Campbell, Aarav Yadav",4.09,0.6,0.4,5,0.0122,0.96,0.1176
G-69,50,4.11,Group 5,5,"Naim Bin Rahim, Katherine Wood, Aria Young, Irfan Bin Zain, Hina Khan",4.11,0.4,0.6,5,0.0059,0.96,0.1252
G-69,50,4.11,Group 6,5,"Cindy Chang, Sanjay Kapoor, Scarlett Bell, Ningyue, Shakir Bin Ahmad",4.12,0.4,0.6,5,0.0175,0.96,0.1014
G-69,50,4.11,Group 7,5,"Ivy Reyes, Jin Hao, Ji-Hoon Kim, Serena Wong, Xiangqi",4.1,0.4,0.6,5,0.0143,0.96,0.1093
G-69,50,4.11,Group 8,5,"Gaurav Joshi, Xiang Yu Tan, Jessica Brown, Maxine Ong, Kenta Hashimoto",4.11,0.6,0.4,5,0.0046,0.96,0.1252
G-69,50,4.11,Group 9,5,"Luca Carter, Colin Wong, Jingyi, Mia Wu, Ella Cooper",4.11,0.6,0.4,5,0.0019,0.96,0.1252
G-69,50,4.11,Group 10,5,"Clara Tsai, Jackson Mitchell, Lucas Wilson, Victoria Parker, Nita Nair",4.1,0.4,0.6,5,0.0052,0.96,0.1332
G-7,50,4.09,Group 1,5,"Aiden Smith, Ursula Scott, Bingwen, Ariana Tsai, Yvonne Reyes",4.13,0.4,0.6,5,0.0437,0.96,0.0868
G-7,50,4.09,Group 2,5,"Hikaru Kuroda, Addison Yang, Soo-Yeon Lee, Min-Seok Lee, Rosa Martinez",4.09,0.4,0.6,5,0.0062,0.96,0.0863
G-7,50,4.09,Group 3,5,"Yong Jie, Devika Mehta, Ayesha Shirin, Derek Johnson, Indriani Wulandari",4.08,0.4,0.6,5,0.014,0.96,0.0863
G-7,50,4.09,Group 4,5,"Isaiah Lee, Aria Khan, Priscilla Tan, Charlie Wong, Neha Joshi",4.07,0.4,0.6,5,0.0118,0.96,0.0944
G-7,50,4.09,Group 5,5,"Matthew Lee, Vera Yip, Oscar Lim, Isabella Clark, Noah Huang",4.1,0.6,0.4,5,0.0043,0.96,0.1045
G-7,50,4.09,Group 6,5,"Bilal Hussain, Sofia Patel, Evelyn Kelly, Andre Green, Yoshinori Yamashita",4.06,0.6,0.4,5,0.0154,0.96,0.0968
G-7,50,4.09,Group 7,5,"Ahmad bin Ali, Shinji Yoshida, Yuan Yi, Sofia Martinez, Xena Kwan",4.12,0.4,0.6,5,0.0164,0.96,0.0946
G-7,50,4.09,Group 8,5,"Anish Bhatia, Minh Tran, Hassan Malik, Cheng Wei, Yun Chen",4.12,0.8,0.2,5,0.0228,0.64,0.1358
G-7,50,4.09,Group 9,5,"Zoe Parker, Harsh Kumar, Siti Aminah, Hunter Powell, Eli Tan",4.07,0.6,0.4,5,0.0156,0.96,0.1047
G-7,50,4.09,Group 10,5,"Aiman Bin Azman, Waleed Iqbal, Daniel Robinson, Daniel Patel, Rita Chan",4.07,0.8,0.2,5,0.0113,0.64,0.1678
G-70,50,4.09,Group 1,5,"Renee Wong, Rashid Khan, Zachary Wu, Finn James, Jack Ng",4.1,0.6,0.4,5,0.003,0.96,0.096
G-70,50,4.09,Group 2,5,"Cary Tan, Ella Rodriguez, Jaxon Kim, Beau Dela Cruz, Dante Lewis",4.09,0.6,0.4,5,0.0048,0.96,0.096
G-70,50,4.09,Group 3,5,"Amelia Thompson, Tina Yung, Jasmine Binti Ali, Dylan Collins, Ming Shen",4.11,0.4,0.6,5,0.0127,0.96,0.092
G-70,50,4.09,Group 4,5,"Katherine Chen, Nimisha Gupta, Elena Kwan, Finn Walker, Nguyen Van Tinh",4.04,0.4,0.6,5,0.0076,0.96,0.0962
G-70,50,4.09,Group 5,5,"Sumita Sharma, Ulyssa Dela Cruz, Kangtai, Wayne Tan, Khalil Bin Ismail",4.14,0.4,0.6,5,0.0058,0.96,0.0941
G-70,50,4.09,Group 6,5,"Aifang, Zara Chan, Jing Mei, Guangzhen, Huang Feng",4.09,0.4,0.6,5,0.0088,0.96,0.1078
G-70,50,4.09,Group 7,5,"Anjali Desai, Maya Evans, Rina Amelia, Jett Martinez, Ken Yamamoto",4.09,0.4,0.6,5,0.0023,0.96,0.1238
G-70,50,4.09,Group 8,5,"Aiko Tanaka, Kyla Cheung, Raisha Khanna, Hafsa Noor, Benjamin Allen",4.1,0.2,0.8,5,0.0049,0.64,0.1484
G-70,50,4.09,Group 9,5,"Alice Kwan, Emma Thomas, Jasmine Bhat, Aarvi Gupta, Yasin Shah",4.08,0.2,0.8,5,0.0113,0.64,0.1488
G-70,50,4.09,Group 10,5,"Emma Thompson, Saanvi Patel, Aria Phillips, Hina Raza, Dina Farhan",4.12,0.0,1.0,5,0.0064,0.0,0.2025
G-71,50,4.1,Group 1,5,"Soo-Yeon Kim, Eric Huang, Emily Tsai, Hiroki Nakamura, Lucas Martinez",4.06,0.6,0.4,5,0.0106,0.96,0.0868
G-71,50,4.1,Group 2,5,"Evelyn Yeo, Jonas Evans, Peyton Villanueva, Dmitri Volkov, Renji Tanaka",4.06,0.6,0.4,5,0.0091,0.96,0.0869
G-71,50,4.1,Group 3,5,"Anisah Binti, Uriah Wong, Maya Iyer, Kylie Ross, Adriel Reyes",4.13,0.4,0.6,5,0.0463,0.96,0.0773
G-71,50,4.1,Group 4,5,"Ming Zhao, Olivia Ng, Nora Campbell, Willa Pineda, Zain Bin Ali",4.16,0.2,0.8,5,0.0349,0.64,0.1136
G-71,50,4.1,Group 5,5,"Aisha Khan, Mohammad Ali, Priyanka Kapoor, Mia Garcia, Carter Xu",4.09,0.4,0.6,5,0.0053,0.96,0.085
G-71,50,4.1,Group 6,5,"Fiona Lam, Vivek Nair, Cassandra Reyes, Ningyu, Fei Hong Lim",4.08,0.4,0.6,5,0.0142,0.96,0.0851
G-71,50,4.1,Group 7,5,"Hira Ali, Zhang Yi, Lily Turner, Ayla Turner, Ravi Sharma",4.03,0.4,0.6,5,0.0139,0.96,0.0946
G-71,50,4.1,Group 8,5,"Lana Lee, Uriah Pineda, Monique Fernandez, Jade Tan, Aiwen Wang",4.09,0.4,0.6,5,0.0072,0.96,0.125
G-71,50,4.1,Group 9,5,"Indira Ong, Carmen Lin, Rhea Bennett, Tara Chen, Dong-Soo Lee",4.21,0.2,0.8,5,0.0247,0.64,0.1488
G-71,50,4.1,Group 10,5,"Amina Binti Rahman, Lila Martinez, Sofia Perez, Mia Lim, Kamran Hussain",4.1,0.2,0.8,5,0.0203,0.64,0.1685
G-72,50,4.1,Group 1,5,"Max Lim, Zehra Noor, Sebastian Wright, Vani Rani, Mei Wong",4.06,0.4,0.6,5,0.0103,0.96,0.0985
G-72,50,4.1,Group 2,5,"Takahiro Nakashima, Disha Iyer, Evan Yang, Belle Wang, Michael Jackson",4.1,0.6,0.4,5,0.0025,0.96,0.1046
G-72,50,4.1,Group 3,5,"Rashid Malik, Gina Tan, Caleb Liu, Sakura Takahashi, Luke Howard",4.1,0.6,0.4,5,0.0037,0.96,0.1046
G-72,50,4.1,Group 4,5,"Tristan Li, Tara Nair, Nathan Roberts, Zoe Li, Fatimah Binti",4.12,0.6,0.4,5,0.0049,0.96,0.1047
G-72,50,4.1,Group 5,5,"Hoang Van Loc, Elena Petrovna, Siddharth Iyer, Callie Lin, Maria Stepanova",4.11,0.4,0.6,5,0.0108,0.96,0.1053
G-72,50,4.1,Group 6,5,"Hafiz Rahman, Sara Malik, Kevin Wang, Sophie Tan, Preston Davis",4.12,0.6,0.4,5,0.0068,0.96,0.1129
G-72,50,4.1,Group 7,5,"Nitin Sharma, Rida Noor, Erik Chen, Gideon Reed, Nari Yoshida",4.11,0.6,0.4,5,0.0058,0.96,0.1206
G-72,50,4.1,Group 8,5,"Caleb Moreno, Jade Kwan, Jayden Bennett, Luke Price, Suki Tanaka",4.09,0.6,0.4,5,0.0045,0.96,0.1287
G-72,50,4.1,Group 9,5,"Yusuf Bin Ahmad, Shahid Bin Ahmad, Priti Sharma, Nguyen Hoang Long, Ava Chua",4.07,0.6,0.4,5,0.0304,0.96,0.1214
G-72,50,4.1,Group 10,5,"Ulya Handayani, Lian Chen, William Young, Aaron Wilson, Sophia Hernandez",4.14,0.6,0.4,5,0.0033,0.96,0.1458
G-73,50,4.09,Group 1,5,"Lilah Diaz, Akira Nishida, Hannah Martinez, Kazuo Higashi, Celine Wong",4.05,0.4,0.6,5,0.0114,0.96,0.0844
G-73,50,4.09,Group 2,5,"Uma Dela Cruz, Josh Thompson, Liang Zhang, Dylan Yang, Matthew Wilson",4.07,0.6,0.4,5,0.0104,0.96,0.0891
G-73,50,4.09,Group 3,5,"Guangqiang, Ryan Lim, Tran Van Thanh, Leo Li, Tiantian Liu",4.1,0.4,0.6,5,0.0103,0.96,0.0906
G-73,50,4.09,Group 4,5,"Stella Peterson, Henry Li, Hao Chen, Aaliyah Flores, Nguyen Van Son",4.12,0.6,0.4,5,0.0122,0.96,0.0821
G-73,50,4.09,Group 5,5,"Claudia Dela Cruz, Vira Andini, Zylen Alvarado, Levi Morgan, Megan Lewis",4.08,0.4,0.6,5,0.013,0.96,0.0745
G-73,50,4.09,Group 6,5,"Ty Wu, Rida Shah, Faisal Rehman, Lina Lim, Aditi Mehta",4.13,0.4,0.6,5,0.0023,0.96,0.0847
G-73,50,4.09,Group 7,5,"Zhen Wei, Hannah Sanchez, Maya Thompson, Nadia Ismail, Marc Cheung",4.09,0.4,0.6,5,0.0016,0.96,0.0984
G-73,50,4.09,Group 8,5,"Trey Liu, Lucy Simmons, Hui Zhang, Angela Yip, Rahul Desai",4.09,0.4,0.6,5,0.0019,0.96,0.1064
G-73,50,4.09,Group 9,5,"Nguyen Van Hao, Kiran Noor, Xiang Yu, Addie Lin, Wyatt Adams",4.09,0.4,0.6,5,0.0023,0.96,0.1224
G-73,50,4.09,Group 10,5,"Saira Ali, Yuna Nakamura, Xia Chen, Nina Kwan, Shanaya Rao",4.06,0.0,1.0,5,0.0062,0.0,0.197
G-74,50,4.08,Group 1,5,"Sanya Verma, Amira Noor, Ling Feng, Theo Ross, Saurabh Mehta",4.09,0.6,0.4,5,0.0051,0.96,0.094
G-74,50,4.08,Group 2,5,"Victoria Adams, Tingwei, Luca Murphy, Dika Saputra, Aidan Tan",4.09,0.6,0.4,5,0.0188,0.96,0.094
G-74,50,4.08,Group 3,5,"Saki Nishimura, Lina Binti Ismail, Quinn Yang, Nikita Alexeyev, Jace Rivera",4.08,0.6,0.4,5,0.0172,0.96,0.102
G-74,50,4.08,Group 4,5,"Natalie Rivera, Layla Zhang, Mason Reyes, Jaxon Lee, Emmy Wang",4.1,0.4,0.6,5,0.0028,0.96,0.1153
G-74,50,4.08,Group 5,5,"Elaine Dela Cruz, Meena Devi, Aarav Bajaj, Dylan Wong, Victor Lim",4.06,0.6,0.4,5,0.0104,0.96,0.1104
G-74,50,4.08,Group 6,5,"Mithun Nair, Amelia Wang, Huda Binti Ali, Elijah Liu, Jiayi",4.07,0.4,0.6,5,0.023,0.96,0.1152
G-74,50,4.08,Group 7,5,"Fatma Binti Ali, Eva Lestari, Naim Bin Rahim, Kaden Reed, Jasper King",4.1,0.6,0.4,5,0.0092,0.96,0.1181
G-74,50,4.08,Group 8,5,"Xara Alvarado, Sanjana Iyer, Nash Wong, Cindy Lestari, Ellis Zhao",4.1,0.4,0.6,5,0.0014,0.96,0.1234
G-74,50,4.08,Group 9,5,"Aditi Nair, Sophie Bennett, Daniel Koh, Ariana Coleman, Zachary Allen",4.08,0.4,0.6,5,0.0045,0.96,0.1391
G-74,50,4.08,Group 10,5,"Chloe Brown, Laila Binti Ismail, Shuqi, Calla Chen, Ethan Thomas",4.05,0.2,0.8,5,0.0067,0.64,0.1655
G-75,50,4.08,Group 1,5,"Mi-Sook Choi, Oliver Thomas, Anika Iyer, Sanjay Nair, Ahmad Bin Azhar",4.07,0.6,0.4,5,0.001,0.96,0.1
G-75,50,4.08,Group 2,5,"Olivia Garcia, Felix Tan, Santi Kusuma, Bingli, Victor Reyes",4.09,0.6,0.4,5,0.0254,0.96,0.0999
G-75,50,4.08,Group 3,5,"Liam Chen, Kavita Sharma, Salma Khan, William Lim, Kiran Rao",4.08,0.6,0.4,5,0.0043,0.96,0.1079
G-75,50,4.08,Group 4,5,"Shan Biao, Ritika Sethi, Ava Nguyen, Mikhail Ivanov, Yuri Mikhailov",4.09,0.6,0.4,5,0.0071,0.96,0.1239
G-75,50,4.08,Group 5,5,"David Simmons, Sunita Iyer, Chen Hui, Jian Li, Nitin Singhal",4.09,0.6,0.4,5,0.0074,0.96,0.1319
G-75,50,4.08,Group 6,5,"Kavya Sharma, Anil Reddy, Ying Xu, Xanthe Scott, Leo Zhang",4.07,0.4,0.6,5,0.0022,0.96,0.1262
G-75,50,4.08,Group 7,5,"Arvind Kumar, Asher Phillips, Kiran Chawla, Jasmine Binti Lee, Mateo Huang",4.09,0.6,0.4,5,0.0141,0.96,0.1239
G-75,50,4.08,Group 8,5,"Tianyi, Mohammed Patel, Ruchi Gupta, Anika Reddy, Yasir Malik",4.06,0.4,0.6,5,0.0153,0.96,0.1344
G-75,50,4.08,Group 9,5,"Laila Rahman, Wyatt Yang, Sneha Reddy, Pooja Sharma, Samantha Sun",4.13,0.2,0.8,5,0.049,0.64,0.1579
G-75,50,4.08,Group 10,5,"Tessa Alonzo, Ava Rivera, Ivy Ong, Ava Green, Rumana Niazi",4.08,0.0,1.0,5,0.0489,0.0,0.193
G-76,50,4.1,Group 1,5,"Yara Ong, Anup Kumar, Andrew Li, Adeel Qureshi, Fang Ying",4.09,0.4,0.6,5,0.0128,0.96,0.079
G-76,50,4.1,Group 2,5,"Ananya Joshi, Ming Zhou, Kong Wei Tan, Riya Sharma, Aanya Kapoor",4.1,0.4,0.6,5,0.015,0.96,0.079
G-76,50,4.1,Group 3,5,"Gloria Sanders, Ryota Yamada, Bella Lee, Ian Lee, Amara Kim",4.09,0.4,0.6,5,0.0029,0.96,0.095
G-76,50,4.1,Group 4,5,"Penny Tan, Nicholas Griffin, Elaine Wang, Tariq Ahmed, Nina Anggraini",4.1,0.4,0.6,5,0.0055,0.96,0.095
G-76,50,4.1,Group 5,5,"Kylie Tan, Alexander Clark, Yang Jun Lim, Meena Bhatia, Tania Sinha",4.08,0.4,0.6,5,0.0074,0.96,0.1033
G-76,50,4.1,Group 6,5,"Camila Lee, Katherine Goh, James Taylor, Kian Zhang, Elijah Harris",4.08,0.6,0.4,5,0.0177,0.96,0.0879
G-76,50,4.1,Group 7,5,"Kiran Bhatia, Naina Sharma, Shiv Patel, Sajida Noor, Brittany Wong",4.12,0.4,0.6,5,0.0021,0.96,0.1033
G-76,50,4.1,Group 8,5,"Henry Martin, Danielle Dela Cruz, Andrew Lewis, Aubrey Lin, Julian Bautista",4.09,0.6,0.4,5,0.0068,0.96,0.1117
G-76,50,4.1,Group 9,5,"Brian Yang, Samantha Teo, Mikhail Petrov, Shreya Sharma, Ying Xuan Tan",4.15,0.4,0.6,5,0.0069,0.96,0.1135
G-76,50,4.1,Group 10,5,"Crystal Lim, Meera Joshi, Sienna Wong, Shahrir Bin Rahman, Bobby Hidayat",4.09,0.4,0.6,5,0.0019,0.96,0.1351
G-77,50,4.09,Group 1,5,"Madison Zhang, Aisha binti Hassan, David Murphy, Karan Nair, Fatima Rahman",4.19,0.4,0.6,5,0.0295,0.96,0.0805
G-77,50,4.09,Group 2,5,"Holly Tan, Chloe Wong, Victor Reyes, Rahul Kumar, Emily Ng",4.1,0.4,0.6,5,0.0121,0.96,0.0856
